Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic_x,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic_x,MaxInheritanceTree,MaxNesting_x,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic_x,Version,CommitId,BaseFileName,AvgCyclomatic_y,SumCyclomatic_y,MaxCyclomatic_y,AvgLineCode,SumLineCode,MaxLineCode,MaxNesting_y,SumDeclMethod,Bogue
File,ACLConfigurationParser.java,11.0,0.0,11.0,0.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,10.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,167.0,22.0,125.0,38.0,70.0,20.0,0.0,0.0,0.0,57.0,89.0,37.0,0.0,58.0,0.0,11.0,0.0,3.0,0.0,0.0,"0,16",29.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,ACLConfigurationParser,2.9,29.0,11.0,10.6,106.0,42.0,3.0,0.0,0
File,AMReporter.java,12.0,0.0,11.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,39.0,0.0,0.0,0.0,39.0,39.0,33.0,0.0,0.0,0.0,39.0,0.0,0.0,11.0,0.0,2.0,4.0,22.0,0.0,604.0,69.0,475.0,179.0,248.0,60.0,0.0,0.0,0.0,231.0,319.0,162.0,0.0,190.0,0.0,7.0,0.0,4.0,0.0,0.0,"0,13",76.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AMReporter,2.4444444444444446,22.0,4.0,28.92857142857143,405.0,112.0,4.0,23.0,0
File,ASTBuilder.java,17.0,1.0,16.0,1.0,5.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,19.0,0.0,0.0,0.0,19.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,395.0,37.0,326.0,72.0,246.0,32.0,0.0,0.0,0.0,150.0,184.0,68.0,0.0,132.0,0.0,66.0,0.0,2.0,0.0,0.0,"0,10",95.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,ASTBuilder,5.222222222222221,94.0,66.0,16.5,297.0,146.0,2.0,0.0,0
File,ASTConverter.java,18.0,1.0,15.0,2.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,41.0,0.0,0.0,0.0,41.0,39.0,26.0,0.0,0.0,0.0,41.0,0.0,0.0,12.0,0.0,9.0,3.0,17.0,0.0,931.0,106.0,726.0,254.0,457.0,99.0,0.0,0.0,0.0,383.0,559.0,263.0,0.0,369.0,0.0,20.0,0.0,5.0,0.0,0.0,"0,14",159.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,ASTConverter,5.4,54.0,20.0,40.9375,655.0,216.0,5.0,30.0,0
File,ASTErrorNode.java,2.0,0.0,2.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,49.0,8.0,21.0,18.0,6.0,20.0,0.0,0.0,0.0,12.0,18.0,13.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,95",5.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,ASTErrorNode,1.0,5.0,1.0,2.4,12.0,4.0,0.0,0.0,0
File,ASTNode.java,10.0,1.0,8.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,0.0,26.0,26.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,349.0,52.0,240.0,75.0,133.0,57.0,0.0,0.0,0.0,123.0,178.0,67.0,0.0,129.0,0.0,11.0,0.0,4.0,0.0,0.0,"0,24",58.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,ASTNode,2.230769230769231,58.0,11.0,8.423076923076923,219.0,42.0,4.0,0.0,0
File,ASTNodeOrigin.java,7.0,0.0,4.0,3.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,95.0,9.0,31.0,14.0,10.0,55.0,0.0,0.0,0.0,16.0,23.0,13.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,77",6.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,ASTNodeOrigin,1.0,6.0,1.0,3.8333333333333335,23.0,8.0,0.0,0.0,0
File,ATSHook.java,19.0,1.0,16.0,2.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,11.0,25.0,0.0,0.0,0.0,15.0,24.0,29.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0,4.0,2.0,16.0,0.0,480.0,47.0,388.0,148.0,255.0,54.0,0.0,0.0,0.0,229.0,291.0,139.0,0.0,204.0,0.0,10.0,0.0,4.0,0.0,0.0,"0,14",56.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,ATSHook,3.636363636363636,40.0,8.0,20.625,330.0,86.0,4.0,10.0,0
File,AbortDroneException.java,3.0,0.0,3.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,10.0,5.0,3.0,18.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,80",2.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortDroneException,1.0,2.0,1.0,3.0,6.0,3.0,0.0,0.0,0
File,AbortTxnEvent.java,8.0,0.0,4.0,4.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,51.0,6.0,16.0,10.0,3.0,29.0,0.0,0.0,0.0,8.0,11.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,81",2.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortTxnEvent,1.0,2.0,1.0,3.5,7.0,4.0,0.0,0.0,0
File,AbortTxnHandler.java,5.0,0.0,5.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,42.0,5.0,20.0,11.0,6.0,17.0,0.0,0.0,0.0,10.0,14.0,9.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,85",3.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortTxnHandler,1.25,10.0,2.0,7.75,62.0,17.0,1.0,0.0,0
File,AbortTxnHandler.java,19.0,2.0,17.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,4.0,30.0,18.0,12.0,21.0,0.0,0.0,0.0,18.0,21.0,15.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,70",2.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortTxnHandler,1.25,10.0,2.0,7.75,62.0,17.0,1.0,0.0,0
File,AbortTxnMessage.java,3.0,0.0,3.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,5.0,7.0,4.0,1.0,24.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"3,43",1.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortTxnMessage,0.5,1.0,1.0,2.0,4.0,3.0,0.0,0.0,0
File,AbortTxnRequest.java,8.0,0.0,8.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,43.0,0.0,0.0,0.0,41.0,40.0,7.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,2.0,0.0,40.0,0.0,497.0,73.0,397.0,118.0,217.0,33.0,0.0,0.0,0.0,186.0,278.0,104.0,0.0,188.0,0.0,8.0,0.0,3.0,0.0,0.0,"0,08",90.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortTxnRequest,2.125,85.0,8.0,12.23913043478261,563.0,117.0,3.0,26.0,0
File,AbortTxnsDesc.java,5.0,0.0,3.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,13.0,8.0,3.0,23.0,0.0,0.0,0.0,7.0,10.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,77",2.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortTxnsDesc,1.0,2.0,1.0,3.0,6.0,3.0,0.0,0.0,0
File,AbortTxnsRequest.java,8.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,41.0,0.0,0.0,0.0,39.0,38.0,4.0,0.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,2.0,0.0,38.0,0.0,438.0,67.0,346.0,110.0,164.0,28.0,0.0,0.0,0.0,154.0,236.0,101.0,0.0,149.0,0.0,6.0,0.0,4.0,0.0,0.0,"0,08",75.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbortTxnsRequest,1.864864864864865,69.0,6.0,11.69767441860465,503.0,108.0,4.0,25.0,0
File,AbstractBucketJoinProc.java,39.0,3.0,32.0,3.0,7.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,12.0,10.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,521.0,52.0,401.0,157.0,239.0,69.0,0.0,0.0,0.0,197.0,287.0,139.0,0.0,208.0,0.0,27.0,0.0,6.0,0.0,0.0,"0,17",76.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractBucketJoinProc,6.333333333333332,76.0,27.0,30.0,360.0,144.0,6.0,0.0,0
File,AbstractCliConfig.java,7.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,41.0,0.0,0.0,0.0,39.0,41.0,19.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,3.0,13.0,25.0,0.0,419.0,61.0,330.0,115.0,159.0,28.0,0.0,0.0,0.0,145.0,232.0,113.0,0.0,139.0,0.0,9.0,0.0,4.0,0.0,0.0,"0,08",76.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractCliConfig,2.064516129032258,64.0,9.0,7.9444444444444455,286.0,34.0,4.0,10.0,0
File,AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,110.0,18.0,67.0,30.0,26.0,25.0,0.0,0.0,0.0,31.0,46.0,24.0,0.0,24.0,0.0,5.0,0.0,2.0,0.0,0.0,"0,37",13.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractCommandHandler,1.625,13.0,5.0,6.625,53.0,16.0,2.0,0.0,0
File,AbstractConstraintEventHandler.java,6.0,0.0,6.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,16.0,6.0,7.0,17.0,0.0,0.0,0.0,5.0,8.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,06",2.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractConstraintEventHandler,1.0,2.0,1.0,5.5,11.0,8.0,0.0,0.0,0
File,AbstractCoreBlobstoreCliDriver.java,16.0,1.0,14.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,187.0,22.0,139.0,58.0,81.0,27.0,0.0,0.0,0.0,80.0,99.0,47.0,0.0,65.0,0.0,6.0,0.0,2.0,0.0,0.0,"0,19",19.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractCoreBlobstoreCliDriver,2.571428571428572,18.0,6.0,15.857142857142858,111.0,29.0,2.0,0.0,0
File,AbstractCorrelationProcCtx.java,5.0,0.0,5.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,99.0,14.0,63.0,28.0,23.0,23.0,0.0,0.0,0.0,35.0,49.0,29.0,0.0,22.0,0.0,5.0,0.0,3.0,0.0,0.0,"0,37",12.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractCorrelationProcCtx,1.5,12.0,5.0,5.375,43.0,22.0,3.0,0.0,0
File,AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,68.0,8.0,11.0,10.0,0.0,49.0,0.0,0.0,0.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,45",0.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractDeserializer,0.16666666666666666,1.0,1.0,1.8333333333333333,11.0,5.0,0.0,0.0,0
File,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,87.0,12.0,43.0,27.0,11.0,32.0,0.0,0.0,0.0,23.0,30.0,21.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,74",6.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractEncodingAwareSerDe,0.8571428571428571,6.0,2.0,4.142857142857143,29.0,9.0,1.0,0.0,0
File,AbstractEventHandler.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,46.0,6.0,23.0,15.0,5.0,17.0,0.0,0.0,0.0,13.0,17.0,13.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,74",3.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractEventHandler,1.0,3.0,1.0,4.0,12.0,4.0,0.0,0.0,0
File,AbstractExpression.java,9.0,0.0,9.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,13.0,13.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,168.0,17.0,138.0,64.0,68.0,13.0,0.0,0.0,0.0,97.0,123.0,65.0,0.0,76.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,09",25.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractExpression,1.9230769230769231,25.0,3.0,8.461538461538463,110.0,14.0,2.0,0.0,0
File,AbstractFileMergeOperator.java,21.0,1.0,16.0,5.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,14.0,0.0,0.0,0.0,14.0,13.0,17.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,381.0,30.0,258.0,82.0,153.0,97.0,0.0,0.0,0.0,132.0,182.0,74.0,0.0,127.0,0.0,14.0,0.0,6.0,0.0,0.0,"0,38",51.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractFileMergeOperator,3.6428571428571432,51.0,14.0,15.571428571428573,218.0,55.0,6.0,0.0,0
File,AbstractFilterStringColLikeStringScalar.java,14.0,1.0,11.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,25.0,0.0,0.0,0.0,28.0,28.0,20.0,0.0,0.0,0.0,28.0,0.0,0.0,9.0,0.0,1.0,1.0,17.0,0.0,517.0,66.0,346.0,112.0,191.0,107.0,0.0,0.0,0.0,178.0,258.0,116.0,0.0,151.0,0.0,23.0,0.0,5.0,0.0,0.0,"0,31",69.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractFilterStringColLikeStringScalar,3.3,33.0,23.0,17.0,323.0,80.0,5.0,18.0,0
File,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,57.0,6.0,24.0,13.0,6.0,27.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,"1,13",3.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractGenericUDAFResolver,1.5,3.0,2.0,8.0,16.0,10.0,1.0,0.0,0
File,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,108.0,11.0,71.0,25.0,37.0,26.0,0.0,0.0,0.0,40.0,54.0,27.0,0.0,29.0,0.0,6.0,0.0,3.0,0.0,0.0,"0,37",13.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractGenericUDFReflect,2.6,13.0,6.0,11.2,56.0,25.0,3.0,0.0,0
File,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,53.0,8.0,28.0,19.0,5.0,17.0,0.0,0.0,0.0,17.0,21.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,61",3.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractHBaseKeyFactory,1.0,3.0,1.0,4.666666666666667,14.0,6.0,0.0,0.0,0
File,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,80.0,10.0,38.0,19.0,18.0,32.0,0.0,0.0,0.0,25.0,30.0,18.0,0.0,16.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,84",4.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractHBaseKeyPredicateDecomposer,1.3333333333333333,4.0,3.0,8.333333333333334,25.0,20.0,2.0,0.0,0
File,AbstractHCatLoaderTest.java,22.0,1.0,20.0,2.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,13.0,27.0,0.0,0.0,0.0,28.0,20.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,5.0,0.0,7.0,0.0,16.0,0.0,747.0,69.0,612.0,205.0,448.0,81.0,0.0,0.0,0.0,424.0,485.0,192.0,0.0,361.0,0.0,5.0,0.0,4.0,0.0,0.0,"0,13",56.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractHCatLoaderTest,1.8,45.0,5.0,21.153846153846157,550.0,97.0,4.0,3.0,0
File,AbstractHCatStorerTest.java,27.0,2.0,23.0,2.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,34.0,0.0,0.0,0.0,35.0,34.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,1020.0,101.0,823.0,233.0,642.0,104.0,0.0,0.0,0.0,541.0,615.0,214.0,0.0,470.0,0.0,11.0,0.0,2.0,0.0,0.0,"0,13",75.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractHCatStorerTest,2.176470588235294,74.0,11.0,22.428571428571423,785.0,66.0,2.0,1.0,0
File,AbstractHiveAuthorizer.java,6.0,0.0,4.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,4.0,11.0,6.0,2.0,37.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"3,36",2.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractHiveAuthorizer,1.0,2.0,1.0,4.0,8.0,4.0,0.0,0.0,0
File,AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,165.0,23.0,83.0,32.0,32.0,59.0,0.0,0.0,0.0,39.0,62.0,33.0,0.0,30.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,71",21.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractHiveService,1.1666666666666667,21.0,2.0,3.7777777777777777,68.0,7.0,1.0,0.0,0
File,AbstractJdbcTriggersTest.java,14.0,1.0,13.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,0.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,199.0,27.0,156.0,68.0,86.0,19.0,0.0,0.0,0.0,103.0,125.0,62.0,0.0,71.0,0.0,5.0,0.0,4.0,0.0,0.0,"0,12",19.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractJdbcTriggersTest,1.5,15.0,5.0,11.8,118.0,49.0,4.0,0.0,0
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,187.0,14.0,130.0,52.0,68.0,43.0,0.0,0.0,0.0,64.0,98.0,50.0,0.0,60.0,0.0,7.0,0.0,5.0,0.0,0.0,"0,33",25.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractJoinTaskDispatcher,4.166666666666667,25.0,7.0,18.0,108.0,29.0,5.0,0.0,0
File,AbstractMapJoin.java,17.0,3.0,13.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,173.0,29.0,125.0,76.0,45.0,19.0,0.0,0.0,0.0,65.0,76.0,53.0,0.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,15",11.0,rel/storage-release-2.6.0,c055e8444d45e2c421958a626ba49990fc348da6,AbstractMapJoin,1.8333333333333333,11.0,2.0,13.333333333333336,80.0,32.0,1.0,0.0,0
